Announced/Allocated,Obligated,State,Date
$14396527.78,$14396527.78,ID,31-Aug-24
$37349339.48,$37349339.48,LA,31-Aug-24
$76502135.68,$76502135.68,KY,31-Aug-24
$19126125.88,$19126125.88,WA,31-Aug-24
$16384980.20,$16384980.20,TN,31-Aug-24
$93285044.88,$93285044.88,KY,31-Aug-24
$12373966.89,$12373966.89,AL,31-Aug-24
$15236311.79,$15236311.79,NJ,31-Aug-24
$22188882.70,$22188882.70,MS,31-Aug-24
$26097676.14,$26097676.14,OR,31-Aug-24
$30896054.77,$30896054.77,GA,31-Aug-24
$19620895.32,$19620895.32,TN,31-Aug-24
$66611116.17,$66611116.17,VA,31-Aug-24
$5891614.06,$5891614.06,WV,31-Aug-24
$6406942.39,$6406942.39,HI,31-Aug-24
$6594978.78,$6594978.78,WV,31-Aug-24
$11929486.13,$11929486.13,LA,31-Aug-24
$29962794.00,$29962794.00,MI,31-Aug-24
$3775723.40,$3775723.40,MT,31-Aug-24
$39680311.24,$39680311.24,TN,31-Aug-24
$286761694.53,$286761694.53,CA,31-Aug-24
$2895449767.99,$2895449767.99,LA,31-Aug-24
$14918873.31,$14918873.31,MO,31-Aug-24
$2723209.79,$2723209.79,ND,31-Aug-24
$285463162.03,$285463162.03,NJ,31-Aug-24
$199797179.60,$199797179.60,NY,31-Aug-24
$28507974.57,$28507974.57,NE,31-Aug-24
$35492644.14,$35492644.14,NC,31-Aug-24
$92156440.79,$92156440.79,PA,31-Aug-24
$141720998.92,$141720998.92,CA,31-Aug-24
$5344258.09,$5344258.09,AZ,31-Aug-24
$7317201.03,$7317201.03,VT,31-Aug-24
$1195832.71,$1195832.71,NH,31-Aug-24
$5068508.07,$5068508.07,MT,31-Aug-24
$10094281.24,$10094281.24,NH,31-Aug-24
$80208136.52,$80208136.52,NY,31-Aug-24
$27377676.90,$27377676.90,MS,31-Aug-24
$4482980.03,$4482980.03,DE,31-Aug-24
$1718784.26,$1718784.26,VA,31-Aug-24
$3812660.18,$3812660.18,CT,31-Aug-24
$150806869.03,$150806869.03,KY,31-Aug-24
$3529612.89,$3529612.89,WA,31-Aug-24
$51766482.47,$51766482.47,CO,31-Aug-24
$32011462.71,$32011462.71,WA,31-Aug-24
$14444190.64,$14444190.64,MO,31-Aug-24
$16582739.86,$16582739.86,TN,31-Aug-24
$4690711.99,$4690711.99,AK,31-Aug-24
$7067843.50,$7067843.50,HI,31-Aug-24
$15495483.64,$15495483.64,KS,31-Aug-24
$8952643.85,$8952643.85,NE,31-Aug-24
$5058410.93,$5058410.93,IA,31-Aug-24
$16116684.94,$16116684.94,KY,31-Aug-24
$111846163.18,$111846163.18,VA,31-Aug-24
$35372030.64,$35372030.64,TN,31-Aug-24
$5335461.59,$5335461.59,AK,31-Aug-24
$6224787.12,$6224787.12,ME,31-Aug-24
$1853546.84,$1853546.84,AK,31-Aug-24
$16094227.72,$16094227.72,WA,31-Aug-24
$24777585.58,$24777585.58,MA,31-Aug-24
$172514457.00,$172514457.00,NM,31-Aug-24
$9239325.64,$9239325.64,RI,31-Aug-24
$2056049.66,$2056049.66,KS,31-Aug-24
$38364692.99,$38364692.99,MT,31-Aug-24
$11591186.96,$11591186.96,SD,31-Aug-24
$12909910.67,$12909910.67,MN,31-Aug-24
$20956305.62,$20956305.62,MN,31-Aug-24
$64507999.07,$64507999.07,ND,31-Aug-24
$1110110.81,$1110110.81,AK,31-Aug-24
$10031362.63,$10031362.63,NE,31-Aug-24
$276575741.54,$276575741.54,KY,31-Aug-24
$1642321.05,$1642321.05,SD,31-Aug-24
$26145580.57,$26145580.57,MO,31-Aug-24
$7011497.87,$7011497.87,MN,31-Aug-24
$589902.09,$589902.09,AK,31-Aug-24
$815764.95,$815764.95,AZ,31-Aug-24
$838262.34,$838262.34,AS,31-Aug-24
$1094523627.36,$1094523627.36,PR,31-Aug-24
$92919958.37,$92919958.37,AK,31-Aug-24
$2328403145.50,$2328403145.50,FL,31-Aug-24
$4355819.29,$4355819.29,VA,31-Aug-24
$1360994.43,$1360994.43,FL,31-Aug-24
$19347029.94,$19347029.94,SC,31-Aug-24
$3054183.60,$3054183.60,WV,31-Aug-24
$3452849.97,$3452849.97,WV,31-Aug-24
$86863525.95,$86863525.95,FL,31-Aug-24
$497553.80,$497553.80,AZ,31-Aug-24
$4641355.00,$4641355.00,WA,31-Aug-24
$91421497.44,$91421497.44,CA,31-Aug-24
$15353178.15,$15353178.15,AL,31-Aug-24
$36352473.60,$36352473.60,GA,31-Aug-24
$1812985.56,$1812985.56,ND,31-Aug-24
$819070.62,$819070.62,SD,31-Aug-24
$303475.35,$303475.35,SD,31-Aug-24
$2221241.85,$2221241.85,SD,31-Aug-24
$264581.77,$264581.77,OK,31-Aug-24
$6977389.58,$6977389.58,TN,31-Aug-24
$2979668.39,$2979668.39,NH,31-Aug-24
$14815662.55,$14815662.55,NY,31-Aug-24
$2294597.84,$2294597.84,VT,31-Aug-24
$3600301.18,$3600301.18,ME,31-Aug-24
$60096005.13,$60096005.13,MS,31-Aug-24
$59260484.20,$59260484.20,AR,31-Aug-24
$37904222.63,$37904222.63,CA,31-Aug-24
$10113838.72,$10113838.72,AR,31-Aug-24
$47013856.27,$47013856.27,TN,31-Aug-24
$31597241.02,$31597241.02,KY,31-Aug-24
$13627051.26,$13627051.26,IN,31-Aug-24
$70949515.43,$70949515.43,TX,31-Aug-24
$6794828.55,$6794828.55,OK,31-Aug-24
$7724571.85,$7724571.85,NV,31-Aug-24
$5282229.80,$5282229.80,FL,31-Aug-24
$11962908.25,$11962908.25,AL,31-Aug-24
$15182098.21,$15182098.21,KY,31-Aug-24
$22931362.36,$22931362.36,TN,31-Aug-24
$21330.68,$21330.68,CA,31-Aug-24
$39447.68,$39447.68,CA,31-Aug-24
$22779284.44,$22779284.44,GU,31-Aug-24
$1544004.64,$1544004.64,CNMI,31-Aug-24
$4411589.39,$4411589.39,ND,31-Aug-24
$5693095.76,$5693095.76,SD,31-Aug-24
$7656700.69,$7656700.69,ME,31-Aug-24
$61192541.54,$61192541.54,VT,31-Aug-24
$14893980.39,$14893980.39,OK,31-Aug-24
$10471823.57,$10471823.57,MN,31-Aug-24
$16644910.91,$16644910.91,NY,31-Aug-24
$506136817.77,$506136817.77,HI,31-Aug-24
$2447481.52,$2447481.52,NJ,31-Aug-24
$971698.33,$971698.33,MT,31-Aug-24
$8863632.57,$8863632.57,MS,31-Aug-24
$17296162.43,$17296162.43,IL,31-Aug-24
$17525512.82,$17525512.82,TN,31-Aug-24
$8903352.63,$8903352.63,AK,31-Aug-24
$14104084.48,$14104084.48,CO,31-Aug-24
$2176573.21,$2176573.21,IA,31-Aug-24
$396055.38,$396055.38,OR,31-Aug-24
$327233727.05,$327233727.05,FL,31-Aug-24
$2851926.49,$2851926.49,TN,31-Aug-24
$1820948.50,$1820948.50,ME,31-Aug-24
$991246.83,$991246.83,ME,31-Aug-24
$41575923.76,$41575923.76,GA,31-Aug-24
$810638.60,$810638.60,WY,31-Aug-24
$3977674.18,$3977674.18,NH,31-Aug-24
$6327532.66,$6327532.66,MO,31-Aug-24
$7840192.40,$7840192.40,TN,31-Aug-24
$648187.75,$648187.75,VT,31-Aug-24
$2457556.99,$2457556.99,MT,31-Aug-24
$1372903.40,$1372903.40,KS,31-Aug-24
$1724894.29,$1724894.29,AR,31-Aug-24
$5891317.14,$5891317.14,CA,31-Aug-24
$2751843.73,$2751843.73,TN,31-Aug-24
$8932195.04,$8932195.04,UT,31-Aug-24
$2766655.47,$2766655.47,ME,31-Aug-24
$2486888.46,$2486888.46,NY,31-Aug-24
$1243284.13,$1243284.13,WV,31-Aug-24
$992440.20,$992440.20,WA,31-Aug-24
$1471220.22,$1471220.22,ND,31-Aug-24
$434435.18,$434435.18,NH,31-Aug-24
$308380.44,$308380.44,VT,31-Aug-24
$386838.88,$386838.88,ME,31-Aug-24
$191913.37,$191913.37,RI,31-Aug-24
$545758.58,$545758.58,OR,31-Aug-24
$5092523.13,$5092523.13,CA,31-Aug-24
$141890.05,$141890.05,VT,31-Aug-24
$195065.07,$195065.07,NH,31-Aug-24
$378398.95,$378398.95,KS,31-Aug-24
$992440.20,$992440.20,WA,31-Aug-24
$1328096.98,$1328096.98,OK,31-Aug-24
$23338943.72,$23338943.72,TX,31-Aug-24
$231030.63,$231030.63,WV,31-Aug-24
$175471.00,$175471.00,ME,31-Aug-24
$231030.63,$231030.63,WV,31-Aug-24
$428015.91,$428015.91,AR,31-Aug-24
$236876.86,$236876.86,ID,31-Aug-24
$890116.20,$890116.20,TN,31-Aug-24
$2774118.49,$2774118.49,FL,31-Aug-24
$35734673.93,$35734673.93,TX,31-Aug-24
$177425.74,$177425.74,NH,31-Aug-24
$117899076.38,$117899076.38,FL,31-Aug-24
$59058918.20,$59058918.20,No State Breakdown,31-Aug-24
$1200000.00,$1200000.00,No State Breakdown,31-Aug-24
$1000000.00,$1000000.00,No State Breakdown,31-Aug-24
$999999.35,$999999.35,No State Breakdown,31-Aug-24
$6173753.77,$6173753.77,GA,31-Aug-24
$1000000.00,$1000000.00,MS,31-Aug-24
$1700000.00,$1700000.00,MS,31-Aug-24
$800000.00,$800000.00,TX,31-Aug-24
$200000.00,$200000.00,CA,31-Aug-24
$126977.66,$126977.66,CA,31-Aug-24
$7872090.00,$7872090.00,CA,31-Aug-24
$199685.45,$199685.45,CA,31-Aug-24
$1410133.00,$1410133.00,CA,31-Aug-24
$1680000.00,$1680000.00,CA,31-Aug-24
$800000.00,$800000.00,CA,31-Aug-24
$190000.00,$190000.00,CA,31-Aug-24
$79600.00,$79600.00,CA,31-Aug-24
$124800.00,$124800.00,CA,31-Aug-24
$237854.20,$237854.20,CA,31-Aug-24
$8960000.00,$8960000.00,CA,31-Aug-24
$238000.00,$238000.00,CA,31-Aug-24
$2078447.00,$2078447.00,NV,31-Aug-24
$12934952.00,$12934952.00,CA,31-Aug-24
$6296347.00,$6296347.00,CA,31-Aug-24
$14053677.00,$14053677.00,WA,31-Aug-24
$254558.72,$254558.72,ID,31-Aug-24
$587200.00,$587200.00,ID,31-Aug-24
$140000.00,$140000.00,ID,31-Aug-24
$404828.37,$404828.37,MS,31-Aug-24
$3811226.00,$3811226.00,MO,31-Aug-24
$5713172.03,$5713172.03,MO,31-Aug-24
$348495.00,$348495.00,MS,31-Aug-24
$286061.00,$286061.00,MO,31-Aug-24
$1145000.00,$1145000.00,AK,31-Aug-24
$1660000.00,$1660000.00,AR,31-Aug-24
$2500000.00,$2500000.00,AR,31-Aug-24
$440885.00,$440885.00,TN,31-Aug-24
$335153.00,$335153.00,TN,31-Aug-24
$2765450.00,$2765450.00,TN,31-Aug-24
$359800.43,$359800.43,VT,31-Aug-24
$3223400.00,$3223400.00,WV,31-Aug-24
$66713970.92,$66713970.92,TX,31-Aug-24
$366166.35,$366166.35,CO,31-Aug-24
$1109000.00,$1109000.00,LA,31-Aug-24
$40090865.37,$40090865.37,TX,31-Aug-24
$3000000.00,$3000000.00,IA,31-Aug-24
$811674.10,$811674.10,IA,31-Aug-24
$0.00,$0.00,IA,31-Aug-24
$3677920.00,$3677920.00,WI,31-Aug-24
$19745512.21,$19745512.21,USVI,31-Aug-24
$14100000.00,$14100000.00,USVI,31-Aug-24
$7000000.00,$7000000.00,USVI,31-Aug-24
$219431.00,$219431.00,MA,31-Aug-24
$16828399.99,$16828399.99,PR,31-Aug-24
$304000.00,$304000.00,USVI,31-Aug-24
$20562000.00,$20562000.00,USVI,31-Aug-24
$13728978.89,$13728978.89,PR,31-Aug-24
$382026.18,$382026.18,PR,31-Aug-24
$32257641.68,$32257641.68,PR,31-Aug-24
$192987.00,$192987.00,PR,31-Aug-24
$1208688.00,$1208688.00,PR,31-Aug-24
$2392800.00,$2392800.00,FL,31-Aug-24
$87826026.54,$87826026.54,FL,31-Aug-24
$750000.00,$750000.00,GA,31-Aug-24
$1623302.00,$1623302.00,GA,31-Aug-24
$3920104.00,$3920104.00,GA,31-Aug-24
$4500000.00,$4500000.00,PR,31-Aug-24
$636993.00,$636993.00,PR,31-Aug-24
$8004701.60,$8004701.60,PR,31-Aug-24
$4128000.00,$4128000.00,PR,31-Aug-24
$4327080.00,$4327080.00,WI,31-Aug-24
$7120000.00,$7120000.00,CA,31-Aug-24
$556666.28,$556666.28,CA,31-Aug-24
$845000.00,$845000.00,LA,31-Aug-24
$5800000.00,$5800000.00,LA,31-Aug-24
$4200000.00,$4200000.00,LA,31-Aug-24
$154936.70,$154936.70,LA,31-Aug-24
$9102769.81,$9102769.81,SC,31-Aug-24
$17545603.28,$17545603.28,SC,31-Aug-24
$2039502.00,$2039502.00,AL,31-Aug-24
$2575575.69,$2575575.69,AL,31-Aug-24
$2000000.00,$2000000.00,MS,31-Aug-24
$1268557.62,$1268557.62,MS,31-Aug-24
$9498196.00,$9498196.00,CA,31-Aug-24
$10306584.78,$10306584.78,ME,31-Aug-24
$312178.21,$312178.21,VT,31-Aug-24
$7319125.00,$7319125.00,AK,31-Aug-24
$576805.00,$576805.00,AL,31-Aug-24
$1190402.00,$1190402.00,AR,31-Aug-24
$5975582.00,$5975582.00,CA,31-Aug-24
$50673.00,$50673.00,GA,31-Aug-24
$4313662.00,$4313662.00,IA,31-Aug-24
$1957832.20,$1957832.20,ME,31-Aug-24
$3009029.00,$3009029.00,MO,31-Aug-24
$2407488.00,$2407488.00,OR,31-Aug-24
$12800000.00,$12800000.00,PR,31-Aug-24
$4054400.00,$4054400.00,WA,31-Aug-24
$1532349.00,$1532349.00,AS,31-Aug-24
$4500000.00,$4500000.00,IN,31-Aug-24
$160000.00,$160000.00,ME,31-Aug-24
$1050000.00,$1050000.00,MA,31-Aug-24
$124140.09,$124140.09,VA,31-Aug-24
$550280.00,$550280.00,DC,31-Aug-24
$141904.84,$141904.84,NE,31-Aug-24
$2612947.54,$2612947.54,TX,31-Aug-24
$1900387.00,$1900387.00,WI,31-Aug-24
$14404176.52,$14404176.52,NC,31-Aug-24
$6736620.38,$6736620.38,NC,31-Aug-24
$200000.00,$200000.00,NC,31-Aug-24
$1267744.89,$1267744.89,NC,31-Aug-24
$3287800.00,$3287800.00,NC,31-Aug-24
$5510498.00,$5510498.00,SC,31-Aug-24
$3388000.00,$3388000.00,SC,31-Aug-24
$9074193.86,$9074193.86,FL,31-Aug-24
$60000.00,$60000.00,GA,31-Aug-24
$2305540.00,$2305540.00,VA,31-Aug-24
$697124.83,$697124.83,WI,31-Aug-24
$1726416.00,$1726416.00,CNMI,31-Aug-24
$15941468.59,$15941468.59,CA,31-Aug-24
$1878000.00,$1878000.00,CA,31-Aug-24
$4380000.00,$4380000.00,TX,31-Aug-24
$12199000.00,$12199000.00,NE,31-Aug-24
$222849.22,$222849.22,NE,31-Aug-24
$2957779.00,$2957779.00,IA,31-Aug-24
$1627210.00,$1627210.00,AL,31-Aug-24
$539788.00,$539788.00,CA,31-Aug-24
$7000000.00,$7000000.00,MT,31-Aug-24
$12340000.00,$12340000.00,OK,31-Aug-24
$7758400.00,$7758400.00,SD,31-Aug-24
$800000.00,$800000.00,SD,31-Aug-24
$3185000.00,$3185000.00,AR,31-Aug-24
$1500400.00,$1500400.00,ND,31-Aug-24
$1040000.00,$1040000.00,OH,31-Aug-24
$6919318.00,$6919318.00,MO,31-Aug-24
$96790.39,$96790.39,TX,31-Aug-24
$3470282.18,$3470282.18,WI,31-Aug-24
$3145169.00,$3145169.00,IL,31-Aug-24
$2100000.00,$2100000.00,LA,31-Aug-24
$2303224.68,$2303224.68,SD,31-Aug-24
$9214192.00,$9214192.00,AK,31-Aug-24
$8557116.00,$8557116.00,AL,31-Aug-24
$8175000.00,$8175000.00,AR,31-Aug-24
$4827666.00,$4827666.00,AS,31-Aug-24
$798508.00,$798508.00,CA,31-Aug-24
$97644618.00,$97644618.00,CNMI,31-Aug-24
$14515989.00,$14515989.00,FL,31-Aug-24
$5164227.00,$5164227.00,GA,31-Aug-24
$4745797.00,$4745797.00,HI,31-Aug-24
$29017217.15,$29017217.15,IA,31-Aug-24
$1067000.00,$1067000.00,ID,31-Aug-24
$0.00,$0.00,IN,31-Aug-24
$9362770.00,$9362770.00,KS,31-Aug-24
$5008600.00,$5008600.00,KY,31-Aug-24
$4384032.58,$4384032.58,LA,31-Aug-24
$19363449.97,$19363449.97,MA,31-Aug-24
$3458999.96,$3458999.96,MI,31-Aug-24
$2962026.00,$2962026.00,MN,31-Aug-24
$15556344.74,$15556344.74,MO,31-Aug-24
$18154222.00,$18154222.00,MS,31-Aug-24
$2497310.00,$2497310.00,MT,31-Aug-24
$14008090.00,$14008090.00,NC,31-Aug-24
$1201972.00,$1201972.00,ND,31-Aug-24
$7005943.00,$7005943.00,NE,31-Aug-24
$3520000.00,$3520000.00,NH,31-Aug-24
$285600.00,$285600.00,NY,31-Aug-24
$8362617.00,$8362617.00,OH,31-Aug-24
$10839400.00,$10839400.00,OK,31-Aug-24
$4421143.00,$4421143.00,OR,31-Aug-24
$15444311.50,$15444311.50,Other States,31-Aug-24
$5600000.00,$5600000.00,PA,31-Aug-24
$39500792.89,$39500792.89,SC,31-Aug-24
$4599627.27,$4599627.27,SD,31-Aug-24
$3713600.00,$3713600.00,TN,31-Aug-24
$5500000.00,$5500000.00,TX,31-Aug-24
$8697215.00,$8697215.00,VA,31-Aug-24
$20314036.00,$20314036.00,WA,31-Aug-24
$3393625.26,$3393625.26,WI,31-Aug-24
$8405840.00,$8405840.00,WV,31-Aug-24
$12000000.00,$11958378.00,No State Breakdown,31-Aug-24
$12000000.00,$11976910.00,No State Breakdown,31-Aug-24
$56361332.00,$56304970.00,AK,31-Aug-24
$29662172.00,$25771471.00,CA,31-Aug-24
$44608039.00,$44563431.00,FL,31-Aug-24
$0.00,$35581187.00,No State Breakdown,31-Aug-24
$11402526.00,$11391123.00,PR,31-Aug-24
$13945263.00,$13931318.00,TX,31-Aug-24
$10727596.00,$10716868.00,USVI,31-Aug-24
$33293072.00,$1539630.00,WA,31-Aug-24
$9407023.00,$9407023.00,AK,31-Aug-24
$8638263.00,$8638262.00,AL,31-Aug-24
$7766541.00,$7766541.00,CA,31-Aug-24
$7804188.00,$7804188.00,FL,31-Aug-24
$3439470.00,$3439463.00,GA,31-Aug-24
$21290493.00,$21290492.00,MS,31-Aug-24
$7720272.00,$7720272.00,NC,31-Aug-24
$79849443.00,$79849442.00,No State Breakdown,31-Aug-24
$3934307.00,$3934307.00,SC,31-Aug-24
$0.00,$303580.84,No State Breakdown,31-Aug-24
$0.00,$399939.22,No State Breakdown,31-Aug-24
$49750000.00,$49390619.52,No State Breakdown,31-Aug-24
$19330001.71,$19305971.74,FL,31-Aug-24
$599999.49,$599999.49,GA,31-Aug-24
$334520.53,$315444.21,LA,31-Aug-24
$5017100.85,$4765834.02,No State Breakdown,31-Aug-24
$8492127.62,$8347855.39,PR,31-Aug-24
$132174.00,$132174.00,SC,31-Aug-24
$18763121.33,$18725253.49,TX,31-Aug-24
$1706217.59,$1619245.04,USVI,31-Aug-24
$2125169.49,$1909257.50,FL,31-Aug-24
$33772.00,$33772.00,GA,31-Aug-24
$116120.00,$89211.26,LA,31-Aug-24
$29982.00,$29982.00,NC,31-Aug-24
$1521321.96,$207548.00,No State Breakdown,31-Aug-24
$2986899.81,$1527628.17,PR,31-Aug-24
$338898.00,$338898.00,SC,31-Aug-24
$1233051.62,$652472.44,TX,31-Aug-24
$4531522.00,$4498869.94,USVI,31-Aug-24
$0.00,$340331.37,No State Breakdown,31-Aug-24
$150000.00,$295553.08,No State Breakdown,31-Aug-24
$840540.00,$840540.00,CA,31-Aug-24
$699638.00,$699638.00,DE,31-Aug-24
$100000.00,$100000.00,FL,31-Aug-24
$23059822.00,$22388486.92,No State Breakdown,31-Aug-24
$300000.00,$300000.00,PR,31-Aug-24
$2961.47,$2961.47,AL,31-Aug-24
$1219190.60,$1219190.60,CNMI,31-Aug-24
$14317568.17,$14317600.19,FL,31-Aug-24
$58633.90,$58633.90,GA,31-Aug-24
$971896.14,$971895.85,GU,31-Aug-24
$30924.85,$30924.85,MI,31-Aug-24
$15461.84,$15461.84,MS,31-Aug-24
$12604326.19,$12604374.28,NC,31-Aug-24
$63034609.85,$62529839.34,No State Breakdown,31-Aug-24
$314446.99,$314464.08,SC,31-Aug-24
$83000.00,$65910.09,CNMI,31-Aug-24
$50000.00,$18314.00,CNMI,31-Aug-24
$58491.22,$45000.00,FL,31-Aug-24
$1164000.00,$1095902.28,FL,31-Aug-24
$14000.00,$4134.53,NC,31-Aug-24
$1174508.78,$1126464.66,NC,31-Aug-24
$44000.00,$36232.16,VA,31-Aug-24
$412000.00,$408000.00,VA,31-Aug-24
$0.00,$89400.20,No State Breakdown,31-Aug-24
$50000000.00,$49858614.20,No State Breakdown,31-Aug-24
$0.00,$4459873.21,No State Breakdown,31-Aug-24
$3914000.00,$2414191.00,FL,31-Aug-24
$180000.00,$175000.00,GA,31-Aug-24
$515000.00,$500000.00,PR,31-Aug-24
$12081000.00,$11729002.00,TX,31-Aug-24
$2065826.87,$1798263.66,FL,31-Aug-24
$5992032.13,$5986261.86,No State Breakdown,31-Aug-24
$520000.00,$512495.53,PR,31-Aug-24
$1234141.00,$1395477.97,TX,31-Aug-24
$25000000.00,$24975000.00,No State Breakdown,31-Aug-24
$977014454.11,$977014454.11,No State Breakdown,31-Aug-24
$66198.79,$66198.79,No State Breakdown,31-Aug-24
$103332199.81,$103332199.81,No State Breakdown,31-Aug-24
$459505687.99,$459505687.99,No State Breakdown,31-Aug-24
$226248.00,$226248.00,No State Breakdown,31-Aug-24
$20051055.86,$20051055.86,No State Breakdown,31-Aug-24
$855703429.30,$855703429.30,No State Breakdown,31-Aug-24
$5321687.30,$5321687.30,No State Breakdown,31-Aug-24
$0.00,$0.00,No State Breakdown,31-Aug-24
$0.00,$0.00,No State Breakdown,31-Aug-24
$0.00,$0.00,No State Breakdown,31-Aug-24
$0.00,$0.00,No State Breakdown,31-Aug-24
$9888802.81,$9888802.81,No State Breakdown,31-Aug-24
$302574174.19,$302574174.19,No State Breakdown,31-Aug-24
$211498412.66,$211498412.66,No State Breakdown,31-Aug-24
$1483406.50,$1483406.50,No State Breakdown,31-Aug-24
$14897151.95,$14897151.95,No State Breakdown,31-Aug-24
$9201616.04,$9201616.04,No State Breakdown,31-Aug-24
$2992000.00,$4507845.28,AL,31-Aug-24
$2466933185.00,$1469590223.84,CA,31-Aug-24
$809439500.00,$516144172.69,FL,31-Aug-24
$13000000.00,$12803789.85,GA,31-Aug-24
$345076000.00,$4724537.95,HI,31-Aug-24
$117480000.00,$91289921.46,IA,31-Aug-24
$453821341.00,$388862860.23,KS,31-Aug-24
$198000000.00,$95285507.21,KY,31-Aug-24
$1373000000.00,$945172207.18,LA,31-Aug-24
$11300000.00,$10584929.33,MO,31-Aug-24
$0.00,$5899981.17,NJ,31-Aug-24
$8000000.00,$8999311.02,NM,31-Aug-24
$14990371.00,$15746347.88,NY,31-Aug-24
$2512345000.00,$458228259.59,PR,31-Aug-24
$33458000.00,$1959842.26,SC,31-Aug-24
$15900000.00,$8744249.91,TN,31-Aug-24
$4854172000.00,$675894643.25,TX,31-Aug-24
$0.00,$2263816.95,VA,31-Aug-24
$695936000.00,$488118865.94,WV,31-Aug-24
$0.00,$1516486.02,AL,31-Aug-24
$0.00,$678000.00,GA,31-Aug-24
$321100000.00,$4351565.95,NC,31-Aug-24
$132000000.00,$0.00,No State Breakdown,31-Aug-24
$286900000.00,$131284527.48,VA,31-Aug-24
$1590938.06,$1590938.06,CA,31-Aug-24
$5084539.44,$5084539.44,GA,31-Aug-24
$1729762.59,$1729762.59,MS,31-Aug-24
$4603478.16,$4603478.16,TX,31-Aug-24
$2356317.90,$2356317.90,VA,31-Aug-24
$59496.26,$59496.26,AK,31-Aug-24
$3230589.41,$3230589.41,AL,31-Aug-24
$333575.65,$333575.65,AR,31-Aug-24
$115176398.44,$115176398.44,CA,31-Aug-24
$148990.38,$148990.38,CO,31-Aug-24
$151155512.87,$151155512.87,FL,31-Aug-24
$542845.88,$542845.88,GA,31-Aug-24
$50270.93,$50270.93,GU,31-Aug-24
$262599.31,$262599.31,HI,31-Aug-24
$85023745.49,$85023745.49,IA,31-Aug-24
$1011451.02,$1011451.02,ID,31-Aug-24
$22598829.31,$22598829.31,IL,31-Aug-24
$1738223.41,$1738223.41,KS,31-Aug-24
$7108707.59,$7108707.59,KY,31-Aug-24
$13956881.23,$13956881.23,LA,31-Aug-24
$3706.44,$3706.44,MA,31-Aug-24
$38434.03,$38434.03,MD,31-Aug-24
$101917.87,$101917.87,MI,31-Aug-24
$92716.26,$92716.26,MN,31-Aug-24
$46346631.28,$46346631.28,MO,31-Aug-24
$510231.58,$510231.58,MS,31-Aug-24
$554696.11,$554696.11,MT,31-Aug-24
$697103.04,$697103.04,NC,31-Aug-24
$35420626.93,$35420626.93,NE,31-Aug-24
$8307.86,$8307.86,NJ,31-Aug-24
$109757.91,$109757.91,NM,31-Aug-24
$-40435228.58,$55232015.83,No State Breakdown,31-Aug-24
$40151689.42,$40151689.42,NY,31-Aug-24
$42855467.01,$42855467.01,OH,31-Aug-24
$1583264.06,$1583264.06,OK,31-Aug-24
$92290.63,$92290.63,OR,31-Aug-24
$757132.95,$757132.95,PA,31-Aug-24
$11205090.81,$11205090.81,PR,31-Aug-24
$51183711.37,$51183711.37,SC,31-Aug-24
$45474.32,$45474.32,SD,31-Aug-24
$2755.08,$2755.08,TN,31-Aug-24
$33692951.26,$33692951.26,TX,31-Aug-24
$11283637.57,$11283637.57,VA,31-Aug-24
$6167044.75,$6167044.75,WA,31-Aug-24
$28843.23,$28843.23,WI,31-Aug-24
$32218.92,$32218.92,WV,31-Aug-24
$51901.71,$51901.71,WY,31-Aug-24
$13950.34,$13950.34,AK,31-Aug-24
$7242.41,$7242.41,AL,31-Aug-24
$15640104.66,$15640104.66,AR,31-Aug-24
$1134.95,$1134.95,AS,31-Aug-24
$1731.51,$1731.51,AZ,31-Aug-24
$3218214.71,$3218214.71,CA,31-Aug-24
$15547.20,$15547.20,CO,31-Aug-24
$112724214.70,$112724214.70,FL,31-Aug-24
$7731.44,$7731.44,GA,31-Aug-24
$8132230.57,$8132230.57,HI,31-Aug-24
$354774217.01,$354774217.01,IA,31-Aug-24
$83083.20,$83083.20,ID,31-Aug-24
$14801498.50,$14801498.50,IL,31-Aug-24
$33933.60,$33933.60,IN,31-Aug-24
$8954528.16,$8954528.16,KS,31-Aug-24
$103987.08,$103987.08,KY,31-Aug-24
$10560331.93,$10560331.93,LA,31-Aug-24
$7550.51,$7550.51,MA,31-Aug-24
$338874.76,$338874.76,MI,31-Aug-24
$250318938.33,$250318938.33,MO,31-Aug-24
$310960.22,$310960.22,MT,31-Aug-24
$38164.28,$38164.28,NC,31-Aug-24
$98315708.23,$98315708.23,NE,31-Aug-24
$112934.10,$112934.10,NJ,31-Aug-24
$77725105.58,$15113022.63,No State Breakdown,31-Aug-24
$50965.92,$50965.92,NY,31-Aug-24
$5878.38,$5878.38,OH,31-Aug-24
$10249078.30,$10249078.30,OK,31-Aug-24
$5547238.51,$5547238.51,OR,31-Aug-24
$76875.08,$76875.08,PA,31-Aug-24
$146383.47,$146383.47,PR,31-Aug-24
$743715.22,$743715.22,SD,31-Aug-24
$182281.22,$182281.22,TN,31-Aug-24
$703618.04,$703618.04,TX,31-Aug-24
$905804.10,$905804.10,VA,31-Aug-24
$21380297.77,$21380297.77,WA,31-Aug-24
$3765946.01,$3765946.01,WY,31-Aug-24
$6000000.00,$5481188.96,AL,31-Aug-24
$5051000.00,$3335113.56,CA,31-Aug-24
$16000000.00,$21631072.16,FL,31-Aug-24
$3000000.00,$964849.87,GA,31-Aug-24
$0.00,$2849391.42,HI,31-Aug-24
